"isqno","atp_number","start_time_min","start_time_max","end_time_min","end_time_max","duration_max","duration_min","duration_only"
495,1,1943-07-07 00:00:00,1943-07-08 00:00:00,1943-07-10 00:00:00,1943-07-11 00:00:00,5760,2880,FALSE
496,1,1943-07-11 00:00:00,1943-07-12 00:00:00,1943-07-15 00:00:00,1943-07-16 00:00:00,7200,4320,FALSE
497,1,1943-07-12 00:00:00,1943-07-13 00:00:00,1943-07-13 00:00:00,1943-07-14 00:00:00,2880,0,FALSE
498,1,1943-08-03 00:00:00,1943-08-04 00:00:00,1943-08-23 00:00:00,1943-08-24 00:00:00,30240,27360,FALSE
499,1,1943-08-03 00:00:00,1943-08-04 00:00:00,1943-08-05 00:00:00,1943-08-06 00:00:00,4320,1440,FALSE
500,1,1943-09-26 00:00:00,1943-09-27 00:00:00,1943-11-05 00:00:00,1943-11-06 00:00:00,59040,56160,FALSE
501,1,1944-01-24 00:00:00,1944-01-25 00:00:00,1944-02-17 00:00:00,1944-02-18 00:00:00,36000,33120,FALSE
502,1,1944-01-31 00:00:00,1944-02-01 00:00:00,1944-02-05 00:00:00,1944-02-06 00:00:00,8640,5760,FALSE
503,1,1944-05-05 00:00:00,1944-05-06 00:00:00,1944-05-09 00:00:00,1944-05-10 00:00:00,7200,4320,FALSE
504,1,1944-06-25 00:00:00,1944-06-26 00:00:00,1944-06-29 00:00:00,1944-06-30 00:00:00,7200,4320,FALSE
505,1,1944-07-13 00:00:00,1944-07-14 00:00:00,1944-07-29 00:00:00,1944-07-30 00:00:00,24480,21600,FALSE
506,1,1944-07-14 05:15:00,1944-07-14 05:15:00,1944-07-14 22:00:00,1944-07-14 22:00:00,1005,1005,FALSE
507,1,1944-07-15 04:00:00,1944-07-15 04:00:00,1944-07-15 22:00:00,1944-07-15 22:00:00,1080,1080,FALSE
508,1,1944-07-29 00:00:00,1944-07-30 00:00:00,1944-07-31 00:00:00,1944-08-01 00:00:00,4320,1440,FALSE
509,1,1944-08-02 00:00:00,1944-08-03 00:00:00,1944-08-07 00:00:00,1944-08-08 00:00:00,8640,5760,FALSE
510,1,1944-08-20 00:00:00,1944-08-21 00:00:00,1944-08-29 00:00:00,1944-08-30 00:00:00,14400,11520,FALSE
511,1,1945-01-12 00:00:00,1945-01-13 00:00:00,1945-02-03 00:00:00,1945-02-04 00:00:00,33120,30240,FALSE
512,1,1945-01-13 00:00:00,1945-01-14 00:00:00,1945-01-31 00:00:00,1945-02-01 00:00:00,27360,24480,FALSE
513,1,1945-01-14 00:00:00,1945-01-15 00:00:00,1945-01-14 00:00:00,1945-01-15 00:00:00,1440,0,FALSE
514,1,1945-01-15 00:00:00,1945-01-16 00:00:00,1945-01-15 00:00:00,1945-01-16 00:00:00,1440,0,FALSE
515,1,1945-04-16 00:00:00,1945-04-17 00:00:00,1945-04-17 00:00:00,1945-04-18 00:00:00,2880,0,FALSE
516,1,1945-08-09 00:00:00,1945-08-10 00:00:00,1945-08-16 00:00:00,1945-08-17 00:00:00,11520,8640,FALSE
517,1,1943-11-20 09:10:00,1943-11-20 09:10:00,1943-11-20 19:00:00,1943-11-20 19:00:00,590,590,FALSE
517,2,1943-11-21 06:00:00,1943-11-21 06:00:00,1943-11-21 19:00:00,1943-11-21 19:00:00,780,780,FALSE
517,3,1943-11-22 08:00:00,1943-11-22 08:00:00,1943-11-23 04:00:00,1943-11-23 04:00:00,1200,1200,FALSE
517,4,1943-11-23 08:00:00,1943-11-23 08:00:00,1943-11-23 13:30:00,1943-11-23 13:30:00,330,330,FALSE
518,1,1945-02-20 00:00:00,1945-02-21 00:00:00,1945-02-24 00:00:00,1945-02-25 00:00:00,7200,4320,FALSE
519,1,1945-02-20 00:00:00,1945-02-21 00:00:00,1945-02-24 00:00:00,1945-02-25 00:00:00,7200,4320,FALSE
520,1,1945-03-11 00:00:00,1945-03-12 00:00:00,1945-03-16 00:00:00,1945-03-17 00:00:00,8640,5760,FALSE
521,1,1945-04-02 00:00:00,1945-04-03 00:00:00,1945-04-04 00:00:00,1945-04-05 00:00:00,4320,1440,FALSE
522,1,1945-04-05 00:00:00,1945-04-06 00:00:00,1945-04-08 00:00:00,1945-04-09 00:00:00,5760,2880,FALSE
523,1,1945-04-09 00:00:00,1945-04-10 00:00:00,1945-04-11 00:00:00,1945-04-12 00:00:00,4320,1440,FALSE
524,1,1945-04-19 00:00:00,1945-04-20 00:00:00,1945-04-23 00:00:00,1945-04-24 00:00:00,7200,4320,FALSE
525,1,1945-04-25 00:00:00,1945-04-26 00:00:00,1945-04-27 00:00:00,1945-04-28 00:00:00,4320,1440,FALSE
526,1,1945-04-28 00:00:00,1945-04-29 00:00:00,1945-04-29 00:00:00,1945-04-30 00:00:00,2880,0,FALSE
527,1,1945-04-30 00:00:00,1945-05-01 00:00:00,1945-05-03 00:00:00,1945-05-04 00:00:00,5760,2880,FALSE
528,1,1945-05-04 00:00:00,1945-05-05 00:00:00,1945-05-05 00:00:00,1945-05-06 00:00:00,2880,0,FALSE
529,1,1945-05-06 00:00:00,1945-05-07 00:00:00,1945-05-07 00:00:00,1945-05-08 00:00:00,2880,0,FALSE
530,1,1945-05-22 00:00:00,1945-05-23 00:00:00,1945-05-23 00:00:00,1945-05-24 00:00:00,2880,0,FALSE
531,1,1945-05-24 00:00:00,1945-05-25 00:00:00,1945-05-25 00:00:00,1945-05-26 00:00:00,2880,0,FALSE
532,1,1945-05-26 00:00:00,1945-05-27 00:00:00,1945-05-27 00:00:00,1945-05-28 00:00:00,2880,0,FALSE
533,1,1945-05-29 00:00:00,1945-05-30 00:00:00,1945-05-31 00:00:00,1945-06-01 00:00:00,4320,1440,FALSE
534,1,1945-06-06 00:00:00,1945-06-07 00:00:00,1945-06-08 00:00:00,1945-06-09 00:00:00,4320,1440,FALSE
535,1,1945-06-09 00:00:00,1945-06-10 00:00:00,1945-06-11 00:00:00,1945-06-12 00:00:00,4320,1440,FALSE
536,1,1945-06-12 00:00:00,1945-06-13 00:00:00,1945-06-12 00:00:00,1945-06-13 00:00:00,1440,0,FALSE
537,1,1945-06-15 00:00:00,1945-06-16 00:00:00,1945-06-17 00:00:00,1945-06-18 00:00:00,4320,1440,FALSE
538,1,1945-04-02 00:00:00,1945-04-03 00:00:00,1945-04-04 00:00:00,1945-04-05 00:00:00,4320,1440,FALSE
539,1,1945-04-05 00:00:00,1945-04-06 00:00:00,1945-04-08 00:00:00,1945-04-09 00:00:00,5760,2880,FALSE
540,1,1945-04-09 00:00:00,1945-04-10 00:00:00,1945-04-12 00:00:00,1945-04-13 00:00:00,5760,2880,FALSE
541,1,1945-04-19 00:00:00,1945-04-20 00:00:00,1945-04-23 00:00:00,1945-04-24 00:00:00,7200,4320,FALSE
542,1,1945-04-26 00:00:00,1945-04-27 00:00:00,1945-04-29 00:00:00,1945-04-30 00:00:00,5760,2880,FALSE
543,1,1945-05-11 00:00:00,1945-05-12 00:00:00,1945-05-13 00:00:00,1945-05-14 00:00:00,4320,1440,FALSE
544,1,1945-05-14 00:00:00,1945-05-15 00:00:00,1945-05-18 00:00:00,1945-05-19 00:00:00,7200,4320,FALSE
545,1,1945-05-20 00:00:00,1945-05-21 00:00:00,1945-05-21 00:00:00,1945-05-22 00:00:00,2880,0,FALSE
546,1,1945-06-06 00:00:00,1945-06-07 00:00:00,1945-06-09 00:00:00,1945-06-10 00:00:00,5760,2880,FALSE
547,1,1945-06-10 00:00:00,1945-06-11 00:00:00,1945-06-11 00:00:00,1945-06-12 00:00:00,2880,0,FALSE
548,1,1945-06-12 00:00:00,1945-06-13 00:00:00,1945-06-17 00:00:00,1945-06-18 00:00:00,8640,5760,FALSE
549,1,1967-06-05 15:00:00,1967-06-05 15:00:00,1967-06-06 00:00:00,1967-06-06 00:00:00,540,540,FALSE
549,2,1967-06-06 03:00:00,1967-06-06 03:00:00,1967-06-06 06:00:00,1967-06-06 06:00:00,180,180,FALSE
550,1,1967-06-05 16:00:00,1967-06-05 16:00:00,1967-06-05 23:00:00,1967-06-05 23:00:00,420,420,FALSE
550,2,1967-06-06 02:20:00,1967-06-06 02:20:00,1967-06-06 14:00:00,1967-06-06 14:00:00,700,700,FALSE
550,3,1967-06-06 18:00:00,1967-06-06 18:00:00,1967-06-07 00:00:00,1967-06-07 00:00:00,360,360,FALSE
550,4,1967-06-07 07:00:00,1967-06-07 07:00:00,1967-06-07 10:15:00,1967-06-07 10:15:00,195,195,FALSE
551,1,1967-06-06 06:00:00,1967-06-06 06:00:00,1967-06-06 20:00:00,1967-06-06 20:00:00,840,840,FALSE
551,2,1967-06-07 05:00:00,1967-06-07 05:00:00,1967-06-07 07:00:00,1967-06-07 07:00:00,120,120,FALSE
552,1,1967-06-06 10:15:00,1967-06-06 10:15:00,1967-06-06 20:00:00,1967-06-06 20:00:00,585,585,FALSE
552,2,1967-06-07 01:00:00,1967-06-07 01:00:00,1967-06-07 03:00:00,1967-06-07 03:00:00,120,120,FALSE
553,1,1967-06-07 12:30:00,1967-06-07 12:30:00,1967-06-07 18:30:00,1967-06-07 18:30:00,360,360,FALSE
554,1,1967-06-05 08:15:00,1967-06-05 08:15:00,1967-06-05 15:00:00,1967-06-05 15:00:00,405,405,FALSE
554,2,1967-06-05 20:30:00,1967-06-05 20:30:00,1967-06-05 23:30:00,1967-06-05 23:30:00,180,180,FALSE
555,1,1967-06-05 21:00:00,1967-06-05 21:00:00,1967-06-06 10:30:00,1967-06-06 10:30:00,810,810,FALSE
556,1,1967-06-05 20:00:00,1967-06-05 20:00:00,1967-06-06 05:00:00,1967-06-06 05:00:00,540,540,FALSE
557,1,1967-06-05 20:00:00,1967-06-05 20:00:00,1967-06-06 07:00:00,1967-06-06 07:00:00,660,660,FALSE
558,1,1967-06-06 19:00:00,1967-06-06 19:00:00,1967-06-06 22:30:00,1967-06-06 22:30:00,210,210,FALSE
559,1,1967-06-05 08:15:00,1967-06-05 08:15:00,1967-06-05 20:30:00,1967-06-05 20:30:00,735,735,FALSE
559,2,1967-06-06 05:00:00,1967-06-06 05:00:00,1967-06-06 20:30:00,1967-06-06 20:30:00,930,930,FALSE
559,3,1967-06-07 05:00:00,1967-06-07 05:00:00,1967-06-07 06:00:00,1967-06-07 06:00:00,60,60,FALSE
560,1,1967-06-07 05:15:00,1967-06-07 05:15:00,1967-06-07 11:00:00,1967-06-07 11:00:00,345,345,FALSE
560,2,1967-06-07 17:00:00,1967-06-07 17:00:00,1967-06-07 20:00:00,1967-06-07 20:00:00,180,180,FALSE
561,1,1967-06-07 18:00:00,1967-06-07 18:00:00,1967-06-08 04:30:00,1967-06-08 04:30:00,630,630,FALSE
562,1,1967-06-07 17:00:00,1967-06-07 17:00:00,1967-06-07 20:00:00,1967-06-07 20:00:00,180,180,FALSE
563,1,1967-06-08 10:00:00,1967-06-08 10:00:00,1967-06-08 14:30:00,1967-06-08 14:30:00,270,270,FALSE
564,1,1967-06-08 00:30:00,1967-06-08 00:30:00,1967-06-08 03:30:00,1967-06-08 03:30:00,180,180,FALSE
565,1,1967-06-09 11:30:00,1967-06-09 11:30:00,1967-06-10 00:00:00,1967-06-10 00:00:00,750,750,FALSE
566,1,1967-06-09 20:00:00,1967-06-09 20:00:00,1967-06-10 00:00:00,1967-06-10 00:00:00,240,240,FALSE
567,1,1967-06-09 11:30:00,1967-06-09 11:30:00,1967-06-09 20:00:00,1967-06-09 20:00:00,510,510,FALSE
568,1,1968-03-21 05:30:00,1968-03-21 05:30:00,1968-03-21 21:00:00,1968-03-21 21:00:00,930,930,FALSE
569,1,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-07 00:15:00,1973-10-07 00:15:00,610,610,FALSE
570,1,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-07 00:15:00,1973-10-07 00:15:00,610,610,FALSE
571,1,1973-10-07 00:30:00,1973-10-07 00:30:00,1973-10-07 23:00:00,1973-10-07 23:00:00,1350,1350,FALSE
572,1,1973-10-07 00:30:00,1973-10-07 00:30:00,1973-10-07 23:00:00,1973-10-07 23:00:00,1350,1350,FALSE
573,1,1973-10-08 08:00:00,1973-10-08 08:00:00,1973-10-08 19:00:00,1973-10-08 19:00:00,660,660,FALSE
574,1,1973-10-14 06:30:00,1973-10-14 06:30:00,1973-10-14 15:00:00,1973-10-14 15:00:00,510,510,FALSE
575,1,1973-10-14 06:30:00,1973-10-14 06:30:00,1973-10-14 15:00:00,1973-10-14 15:00:00,510,510,FALSE
576,1,1973-10-15 17:00:00,1973-10-15 17:00:00,1973-10-16 12:00:00,1973-10-16 12:00:00,1140,1140,FALSE
577,1,1973-10-16 12:00:00,1973-10-16 12:00:00,1973-10-16 13:30:00,1973-10-16 13:30:00,90,90,FALSE
577,2,1973-10-16 14:00:00,1973-10-16 14:00:00,1973-10-16 16:00:00,1973-10-16 16:00:00,120,120,FALSE
577,3,1973-10-17 02:30:00,1973-10-17 02:30:00,1973-10-17 17:00:00,1973-10-17 17:00:00,870,870,FALSE
578,1,1973-10-18 05:45:00,1973-10-18 05:45:00,1973-10-18 19:00:00,1973-10-18 19:00:00,795,795,FALSE
579,1,1973-10-19 06:00:00,1973-10-19 06:00:00,1973-10-19 18:30:00,1973-10-19 18:30:00,750,750,FALSE
579,2,1973-10-20 06:00:00,1973-10-20 06:00:00,1973-10-20 18:30:00,1973-10-20 18:30:00,750,750,FALSE
579,3,1973-10-21 06:00:00,1973-10-21 06:00:00,1973-10-21 18:30:00,1973-10-21 18:30:00,750,750,FALSE
579,4,1973-10-22 06:00:00,1973-10-22 06:00:00,1973-10-22 18:30:00,1973-10-22 18:30:00,750,750,FALSE
580,1,1973-10-19 06:30:00,1973-10-19 06:30:00,1973-10-19 18:30:00,1973-10-19 18:30:00,720,720,FALSE
580,2,1973-10-20 07:30:00,1973-10-20 07:30:00,1973-10-20 18:30:00,1973-10-20 18:30:00,660,660,FALSE
580,3,1973-10-21 06:00:00,1973-10-21 06:00:00,1973-10-21 17:00:00,1973-10-21 17:00:00,660,660,FALSE
581,1,1973-10-22 05:00:00,1973-10-22 05:00:00,1973-10-22 18:50:00,1973-10-22 18:50:00,830,830,FALSE
582,1,1973-10-23 06:30:00,1973-10-23 06:30:00,1973-10-23 19:30:00,1973-10-23 19:30:00,780,780,FALSE
582,2,1973-10-24 05:20:00,1973-10-24 05:20:00,1973-10-24 19:30:00,1973-10-24 19:30:00,850,850,FALSE
583,1,1973-10-23 15:00:00,1973-10-23 15:00:00,1973-10-23 19:30:00,1973-10-23 19:30:00,270,270,FALSE
583,2,1973-10-24 05:20:00,1973-10-24 05:20:00,1973-10-25 02:30:00,1973-10-25 02:30:00,1270,1270,FALSE
584,1,1973-10-23 00:00:00,1973-10-24 00:00:00,1973-10-24 00:00:00,1973-10-25 00:00:00,2880,0,FALSE
585,1,1973-10-06 00:00:00,1973-10-07 00:00:00,1973-10-07 00:00:00,1973-10-08 00:00:00,2880,0,FALSE
586,1,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-07 05:00:00,1973-10-07 05:00:00,895,895,FALSE
586,2,1973-10-07 08:00:00,1973-10-07 08:00:00,1973-10-07 13:00:00,1973-10-07 13:00:00,300,300,FALSE
586,3,1973-10-07 22:00:00,1973-10-07 22:00:00,1973-10-08 01:00:00,1973-10-08 01:00:00,180,180,FALSE
587,1,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-07 14:00:00,1973-10-07 14:00:00,1435,1435,FALSE
588,1,1973-10-07 00:00:00,1973-10-08 00:00:00,1973-10-08 00:00:00,1973-10-09 00:00:00,2880,0,FALSE
589,1,1973-10-07 13:15:00,1973-10-07 13:15:00,1973-10-07 18:30:00,1973-10-07 18:30:00,315,315,FALSE
589,2,1973-10-08 06:00:00,1973-10-08 06:00:00,1973-10-08 18:00:00,1973-10-08 18:00:00,720,720,FALSE
590,1,1973-10-08 00:00:00,1973-10-09 00:00:00,1973-10-10 00:00:00,1973-10-11 00:00:00,4320,1440,FALSE
591,1,1973-10-08 06:00:00,1973-10-08 06:00:00,1973-10-08 18:30:00,1973-10-08 18:30:00,750,750,FALSE
591,2,1973-10-09 06:00:00,1973-10-09 06:00:00,1973-10-09 18:30:00,1973-10-09 18:30:00,750,750,FALSE
591,3,1973-10-10 06:00:00,1973-10-10 06:00:00,1973-10-10 12:00:00,1973-10-10 12:00:00,360,360,FALSE
592,1,1973-10-08 00:00:00,1973-10-09 00:00:00,1973-10-09 00:00:00,1973-10-10 00:00:00,2880,0,FALSE
593,1,1973-10-08 00:00:00,1973-10-09 00:00:00,1973-10-08 00:00:00,1973-10-09 00:00:00,1440,0,FALSE
594,1,1973-10-11 11:00:00,1973-10-11 11:00:00,1973-10-11 16:00:00,1973-10-11 16:00:00,300,300,FALSE
594,2,1973-10-12 11:00:00,1973-10-12 11:00:00,1973-10-12 17:00:00,1973-10-12 17:00:00,360,360,FALSE
594,3,1973-10-13 16:30:00,1973-10-13 16:30:00,1973-10-13 21:00:00,1973-10-13 21:00:00,270,270,FALSE
595,1,1973-10-11 00:00:00,1973-10-12 00:00:00,1973-10-12 00:00:00,1973-10-13 00:00:00,2880,0,FALSE
596,1,1973-10-13 03:00:00,1973-10-13 03:00:00,1973-10-13 03:30:00,1973-10-13 03:30:00,30,30,FALSE
597,1,1973-10-15 16:00:00,1973-10-15 16:00:00,1973-10-15 19:00:00,1973-10-15 19:00:00,180,180,FALSE
598,1,1973-10-16 05:00:00,1973-10-16 05:00:00,1973-10-16 09:00:00,1973-10-16 09:00:00,240,240,FALSE
598,2,1973-10-16 10:00:00,1973-10-16 10:00:00,1973-10-16 10:30:00,1973-10-16 10:30:00,30,30,FALSE
599,1,1973-10-19 06:00:00,1973-10-19 06:00:00,1973-10-19 17:00:00,1973-10-19 17:00:00,660,660,FALSE
600,1,1973-10-21 14:00:00,1973-10-21 14:00:00,1973-10-21 16:00:00,1973-10-21 16:00:00,120,120,FALSE
601,1,1973-10-22 00:00:00,1973-10-23 00:00:00,1973-10-22 00:00:00,1973-10-23 00:00:00,1440,0,FALSE
602,1,1943-02-14 00:00:00,1943-02-15 00:00:00,1943-02-14 00:00:00,1943-02-15 00:00:00,1440,0,FALSE
603,1,1943-02-15 00:00:00,1943-02-16 00:00:00,1943-02-15 00:00:00,1943-02-16 00:00:00,1440,0,FALSE
604,1,1943-02-19 00:00:00,1943-02-20 00:00:00,1943-02-20 00:00:00,1943-02-21 00:00:00,2880,0,FALSE
605,1,1944-01-20 00:00:00,1944-01-21 00:00:00,1944-01-20 00:00:00,1944-01-21 00:00:00,1440,0,FALSE
606,1,1944-01-21 00:00:00,1944-01-22 00:00:00,1944-01-21 00:00:00,1944-01-22 00:00:00,1440,0,FALSE
607,1,1944-01-20 00:00:00,1944-01-21 00:00:00,1944-01-20 00:00:00,1944-01-21 00:00:00,1440,0,FALSE
608,1,1944-01-21 00:00:00,1944-01-22 00:00:00,1944-01-21 00:00:00,1944-01-22 00:00:00,1440,0,FALSE
609,1,1944-02-16 00:00:00,1944-02-17 00:00:00,1944-02-19 00:00:00,1944-02-20 00:00:00,5760,2880,FALSE
610,1,1944-02-16 00:00:00,1944-02-17 00:00:00,1944-02-17 00:00:00,1944-02-18 00:00:00,2880,0,FALSE
611,1,1944-02-16 00:00:00,1944-02-17 00:00:00,1944-02-19 00:00:00,1944-02-20 00:00:00,5760,2880,FALSE
612,1,1944-08-07 00:00:00,1944-08-08 00:00:00,1944-08-07 00:00:00,1944-08-08 00:00:00,1440,0,FALSE
613,1,1944-08-07 00:00:00,1944-08-08 00:00:00,1944-08-07 00:00:00,1944-08-08 00:00:00,1440,0,FALSE
614,1,1944-11-02 00:00:00,1944-11-03 00:00:00,1944-11-05 00:00:00,1944-11-06 00:00:00,5760,2880,FALSE
615,1,1944-11-02 00:00:00,1944-11-03 00:00:00,1944-11-03 00:00:00,1944-11-04 00:00:00,2880,0,FALSE
616,1,1944-11-02 00:00:00,1944-11-03 00:00:00,1944-11-04 00:00:00,1944-11-05 00:00:00,4320,1440,FALSE
617,1,1944-12-13 00:00:00,1944-12-14 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,5760,2880,FALSE
618,1,1944-12-17 00:00:00,1944-12-18 00:00:00,1944-12-17 00:00:00,1944-12-18 00:00:00,1440,0,FALSE
619,1,1944-12-17 00:00:00,1944-12-18 00:00:00,1944-12-19 00:00:00,1944-12-20 00:00:00,4320,1440,FALSE
620,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-19 00:00:00,1944-12-20 00:00:00,5760,2880,FALSE
621,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,1440,0,FALSE
622,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,1440,0,FALSE
623,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-19 00:00:00,1944-12-20 00:00:00,5760,2880,FALSE
624,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-18 00:00:00,1944-12-19 00:00:00,4320,1440,FALSE
625,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-17 00:00:00,1944-12-18 00:00:00,2880,0,FALSE
626,1,1950-09-16 00:00:00,1950-09-17 00:00:00,1950-09-17 00:00:00,1950-09-18 00:00:00,36,36,TRUE
627,1,1950-09-18 00:00:00,1950-09-19 00:00:00,1950-09-21 00:00:00,1950-09-22 00:00:00,5760,2880,FALSE
628,1,1950-09-22 00:00:00,1950-09-23 00:00:00,1950-09-24 00:00:00,1950-09-25 00:00:00,4320,1440,FALSE
629,1,1950-09-25 00:00:00,1950-09-26 00:00:00,1950-09-30 00:00:00,1950-10-01 00:00:00,8640,5760,FALSE
630,1,1951-02-07 00:00:00,1951-02-08 00:00:00,1951-02-11 00:00:00,1951-02-12 00:00:00,7200,4320,FALSE
631,1,1951-03-07 00:00:00,1951-03-08 00:00:00,1951-03-09 00:00:00,1951-03-10 00:00:00,4320,1440,FALSE
632,1,1951-04-03 00:00:00,1951-04-04 00:00:00,1951-04-05 00:00:00,1951-04-06 00:00:00,4320,1440,FALSE
633,1,1951-04-20 00:00:00,1951-04-21 00:00:00,1951-04-23 00:00:00,1951-04-24 00:00:00,5760,2880,FALSE
634,1,1951-04-23 00:00:00,1951-04-24 00:00:00,1951-04-27 00:00:00,1951-04-28 00:00:00,7200,4320,FALSE
635,1,1951-06-01 00:00:00,1951-06-02 00:00:00,1951-06-02 00:00:00,1951-06-03 00:00:00,2880,0,FALSE
636,1,1951-06-03 00:00:00,1951-06-04 00:00:00,1951-06-04 00:00:00,1951-06-05 00:00:00,2880,0,FALSE
637,1,1944-05-01 00:00:00,1944-05-02 00:00:00,1944-05-01 00:00:00,1944-05-02 00:00:00,1440,0,FALSE
638,1,1948-06-06 00:00:00,1948-06-07 00:00:00,1948-06-10 00:00:00,1948-06-11 00:00:00,7200,4320,FALSE
639,1,1948-07-09 00:00:00,1948-07-10 00:00:00,1948-07-14 00:00:00,1948-07-15 00:00:00,8640,5760,FALSE
640,1,1948-10-28 00:00:00,1948-10-29 00:00:00,1948-10-30 00:00:00,1948-10-31 00:00:00,4320,1440,FALSE
641,1,1967-06-10 00:00:00,1967-06-11 00:00:00,1967-06-10 00:00:00,1967-06-11 00:00:00,1440,0,FALSE
642,1,1967-06-10 00:00:00,1967-06-11 00:00:00,1967-06-10 00:00:00,1967-06-11 00:00:00,1440,0,FALSE
643,1,1967-06-10 00:00:00,1967-06-11 00:00:00,1967-06-10 00:00:00,1967-06-11 00:00:00,1440,0,FALSE
644,1,1944-05-03 00:00:00,1944-05-04 00:00:00,1944-05-04 00:00:00,1944-05-05 00:00:00,2880,0,FALSE
645,1,1982-06-08 00:00:00,1982-06-09 00:00:00,1982-06-10 00:00:00,1982-06-11 00:00:00,4320,1440,FALSE
646,1,1948-05-13 00:00:00,1948-05-14 00:00:00,1948-05-14 00:00:00,1948-05-15 00:00:00,2880,0,FALSE
647,1,1948-07-14 00:00:00,1948-07-15 00:00:00,1948-07-18 00:00:00,1948-07-19 00:00:00,7200,4320,FALSE
648,1,1948-12-25 00:00:00,1948-12-26 00:00:00,1948-12-27 00:00:00,1948-12-28 00:00:00,4320,1440,FALSE
649,1,1948-12-28 00:00:00,1948-12-29 00:00:00,1949-01-06 00:00:00,1949-01-07 00:00:00,14400,11520,FALSE
650,1,1956-10-30 00:00:00,1956-10-31 00:00:00,1956-11-01 00:00:00,1956-11-02 00:00:00,4320,1440,FALSE
651,1,1956-11-01 00:00:00,1956-11-02 00:00:00,1956-11-02 00:00:00,1956-11-03 00:00:00,2880,0,FALSE
652,1,1956-11-01 00:00:00,1956-11-02 00:00:00,1956-11-01 00:00:00,1956-11-02 00:00:00,1440,0,FALSE
653,1,1956-11-02 00:00:00,1956-11-03 00:00:00,1956-11-02 00:00:00,1956-11-03 00:00:00,20,20,TRUE
654,1,1972-03-30 00:00:00,1972-03-31 00:00:00,1972-04-28 00:00:00,1972-04-29 00:00:00,43200,40320,FALSE
655,1,1948-04-21 00:00:00,1948-04-22 00:00:00,1948-05-30 00:00:00,1948-05-31 00:00:00,57600,54720,FALSE
656,1,1948-07-09 00:00:00,1948-07-10 00:00:00,1948-07-13 00:00:00,1948-07-14 00:00:00,7200,4320,FALSE
657,1,1940-05-10 00:00:00,1940-05-11 00:00:00,1940-05-21 00:00:00,1940-05-22 00:00:00,17280,14400,FALSE
658,1,1940-05-13 00:00:00,1940-05-14 00:00:00,1940-05-17 00:00:00,1940-05-18 00:00:00,7200,4320,FALSE
659,1,1940-05-21 00:00:00,1940-05-22 00:00:00,1940-05-22 00:00:00,1940-05-23 00:00:00,2880,0,FALSE
660,1,1940-06-01 00:00:00,1940-06-02 00:00:00,1940-06-01 00:00:00,1940-06-02 00:00:00,1440,0,FALSE
