"isqno","atp_number","start_time_min","start_time_max","end_time_min","end_time_max","duration"
394,1,1943-09-09 00:00:00,1943-09-10 00:00:00,1943-09-09 00:00:00,1943-09-10 00:00:00,
395,1,1943-09-09 00:00:00,1943-09-10 00:00:00,1943-09-09 00:00:00,1943-09-10 00:00:00,
396,1,1943-09-11 10:00:00,1943-09-11 10:00:00,1943-09-11 10:00:00,1943-09-11 10:00:00,
397,1,1943-09-12 00:00:00,1943-09-13 00:00:00,1943-09-12 00:00:00,1943-09-13 00:00:00,
398,1,1943-09-12 00:00:00,1943-09-13 00:00:00,1943-09-12 00:00:00,1943-09-13 00:00:00,
399,1,1943-09-13 13:10:00,1943-09-13 13:10:00,1943-09-13 13:10:00,1943-09-13 13:10:00,
399,2,1943-09-14 08:00:00,1943-09-14 08:00:00,1943-09-14 08:00:00,1943-09-14 08:00:00,
399,3,1943-09-14 10:30:00,1943-09-14 10:30:00,1943-09-14 10:30:00,1943-09-14 10:30:00,
400,1,1943-09-17 00:00:00,1943-09-18 00:00:00,1943-09-17 00:00:00,1943-09-18 00:00:00,
401,1,1943-09-17 00:00:00,1943-09-18 00:00:00,1943-09-17 00:00:00,1943-09-18 00:00:00,
402,1,1943-09-17 00:00:00,1943-09-18 00:00:00,1943-09-17 00:00:00,1943-09-18 00:00:00,
403,1,1943-10-12 00:00:00,1943-10-13 00:00:00,1943-10-12 00:00:00,1943-10-13 00:00:00,
404,1,1943-10-13 02:00:00,1943-10-13 02:00:00,1943-10-13 02:00:00,1943-10-13 02:00:00,
404,2,1943-10-13 14:00:00,1943-10-13 14:00:00,1943-10-13 14:00:00,1943-10-13 14:00:00,
404,3,1943-10-14 06:15:00,1943-10-14 06:15:00,1943-10-14 06:15:00,1943-10-14 06:15:00,
405,1,1943-10-13 00:00:00,1943-10-14 00:00:00,1943-10-13 00:00:00,1943-10-14 00:00:00,
406,1,1943-10-13 00:00:00,1943-10-14 00:00:00,1943-10-13 00:00:00,1943-10-14 00:00:00,
407,1,1943-10-13 00:00:00,1943-10-14 00:00:00,1943-10-13 00:00:00,1943-10-14 00:00:00,
408,1,1943-10-13 02:00:00,1943-10-13 02:00:00,1943-10-13 02:00:00,1943-10-13 02:00:00,
408,2,1943-10-14 16:45:00,1943-10-14 16:45:00,1943-10-14 16:45:00,1943-10-14 16:45:00,
409,1,1943-10-15 00:00:00,1943-10-16 00:00:00,1943-10-15 00:00:00,1943-10-16 00:00:00,
410,1,1943-10-17 00:00:00,1943-10-18 00:00:00,1943-10-17 00:00:00,1943-10-18 00:00:00,
411,1,1943-10-16 00:00:00,1943-10-17 00:00:00,1943-10-16 00:00:00,1943-10-17 00:00:00,
412,1,1943-10-18 00:00:00,1943-10-19 00:00:00,1943-10-18 00:00:00,1943-10-19 00:00:00,
413,1,1943-10-20 00:00:00,1943-10-21 00:00:00,1943-10-20 00:00:00,1943-10-21 00:00:00,
414,1,1943-11-04 00:00:00,1943-11-05 00:00:00,1943-11-04 00:00:00,1943-11-05 00:00:00,
415,1,1943-11-05 00:00:00,1943-11-06 00:00:00,1943-11-05 00:00:00,1943-11-06 00:00:00,
416,1,1943-11-06 00:00:00,1943-11-07 00:00:00,1943-11-06 00:00:00,1943-11-07 00:00:00,
417,1,1943-11-06 00:00:00,1943-11-07 00:00:00,1943-11-06 00:00:00,1943-11-07 00:00:00,
418,1,1943-11-08 00:00:00,1943-11-09 00:00:00,1943-11-08 00:00:00,1943-11-09 00:00:00,
419,1,1943-11-08 00:00:00,1943-11-09 00:00:00,1943-11-08 00:00:00,1943-11-09 00:00:00,
420,1,1943-12-01 17:00:00,1943-12-01 17:00:00,1943-12-01 17:00:00,1943-12-01 17:00:00,
420,2,1943-12-02 06:30:00,1943-12-02 06:30:00,1943-12-02 06:30:00,1943-12-02 06:30:00,
421,1,1943-12-02 18:00:00,1943-12-02 18:00:00,1943-12-02 18:00:00,1943-12-02 18:00:00,
422,1,1943-12-02 16:30:00,1943-12-02 16:30:00,1943-12-02 16:30:00,1943-12-02 16:30:00,
423,1,1944-01-25 00:00:00,1944-01-26 00:00:00,1944-01-25 00:00:00,1944-01-26 00:00:00,
424,1,1944-01-27 00:00:00,1944-01-28 00:00:00,1944-01-27 00:00:00,1944-01-28 00:00:00,
425,1,1944-01-29 23:00:00,1944-01-29 23:00:00,1944-01-29 23:00:00,1944-01-29 23:00:00,
425,2,1944-01-30 15:10:00,1944-01-30 15:10:00,1944-01-30 15:10:00,1944-01-30 15:10:00,
425,3,1944-01-31 10:30:00,1944-01-31 10:30:00,1944-01-31 10:30:00,1944-01-31 10:30:00,
426,1,1944-02-03 15:00:00,1944-02-03 15:00:00,1944-02-03 15:00:00,1944-02-03 15:00:00,
426,2,1944-02-03 23:00:00,1944-02-03 23:00:00,1944-02-03 23:00:00,1944-02-03 23:00:00,
426,3,1944-02-04 21:00:00,1944-02-04 21:00:00,1944-02-04 21:00:00,1944-02-04 21:00:00,
427,1,1944-02-07 22:00:00,1944-02-07 22:00:00,1944-02-07 22:00:00,1944-02-07 22:00:00,
428,1,1944-02-07 00:00:00,1944-02-08 00:00:00,1944-02-07 00:00:00,1944-02-08 00:00:00,
429,1,1944-02-09 00:00:00,1944-02-09 00:00:00,1944-02-09 00:00:00,1944-02-09 00:00:00,
430,1,1944-02-11 06:30:00,1944-02-11 06:30:00,1944-02-11 06:30:00,1944-02-11 06:30:00,
430,2,1944-02-12 02:00:00,1944-02-12 02:00:00,1944-02-12 02:00:00,1944-02-12 02:00:00,
431,1,1944-02-16 06:00:00,1944-02-16 06:00:00,1944-02-16 06:00:00,1944-02-16 06:00:00,
431,2,1944-02-17 00:00:00,1944-02-17 00:00:00,1944-02-17 00:00:00,1944-02-17 00:00:00,
431,3,1944-02-17 12:00:00,1944-02-17 12:00:00,1944-02-17 12:00:00,1944-02-17 12:00:00,
431,4,1944-02-18 04:00:00,1944-02-18 04:00:00,1944-02-18 04:00:00,1944-02-18 04:00:00,
431,5,1944-02-19 06:30:00,1944-02-19 06:30:00,1944-02-19 06:30:00,1944-02-19 06:30:00,
431,6,1944-02-19 13:30:00,1944-02-19 13:30:00,1944-02-19 13:30:00,1944-02-19 13:30:00,
432,1,1944-02-16 00:00:00,1944-02-17 00:00:00,1944-02-16 00:00:00,1944-02-17 00:00:00,
433,1,1944-02-21 00:00:00,1944-02-22 00:00:00,1944-02-21 00:00:00,1944-02-22 00:00:00,
434,1,1944-05-11 23:00:00,1944-05-11 23:00:00,1944-05-11 23:00:00,1944-05-11 23:00:00,
434,2,1944-05-13 16:30:00,1944-05-13 16:30:00,1944-05-13 16:30:00,1944-05-13 16:30:00,
435,1,1944-05-12 00:00:00,1944-05-12 00:00:00,1944-05-12 00:00:00,1944-05-12 00:00:00,
435,2,1944-05-13 16:30:00,1944-05-13 16:30:00,1944-05-13 16:30:00,1944-05-13 16:30:00,
436,1,1944-05-14 15:00:00,1944-05-14 15:00:00,1944-05-14 15:00:00,1944-05-14 15:00:00,
436,2,1944-05-15 09:00:00,1944-05-15 09:00:00,1944-05-15 09:00:00,1944-05-15 09:00:00,
437,1,1944-05-14 04:00:00,1944-05-14 04:00:00,1944-05-14 04:00:00,1944-05-14 04:00:00,
437,2,1944-05-15 06:00:00,1944-05-15 06:00:00,1944-05-15 06:00:00,1944-05-15 06:00:00,
438,1,1944-05-16 00:00:00,1944-05-17 00:00:00,1944-05-16 00:00:00,1944-05-17 00:00:00,
439,1,1944-05-17 14:30:00,1944-05-17 14:30:00,1944-05-17 14:30:00,1944-05-17 14:30:00,
440,1,1944-05-20 00:00:00,1944-05-21 00:00:00,1944-05-20 00:00:00,1944-05-21 00:00:00,
441,1,1944-05-22 14:00:00,1944-05-22 14:00:00,1944-05-22 14:00:00,1944-05-22 14:00:00,
441,2,1944-05-22 21:00:00,1944-05-22 21:00:00,1944-05-22 21:00:00,1944-05-22 21:00:00,
441,3,1944-05-23 09:00:00,1944-05-23 09:00:00,1944-05-23 09:00:00,1944-05-23 09:00:00,
442,1,1944-05-23 06:00:00,1944-05-23 06:00:00,1944-05-23 06:00:00,1944-05-23 06:00:00,
442,2,1944-05-23 21:10:00,1944-05-23 21:10:00,1944-05-23 21:10:00,1944-05-23 21:10:00,
443,1,1944-05-23 00:00:00,1944-05-24 00:00:00,1944-05-23 00:00:00,1944-05-24 00:00:00,
444,1,1944-05-23 06:30:00,1944-05-23 06:30:00,1944-05-23 06:30:00,1944-05-23 06:30:00,
444,2,1944-05-24 05:30:00,1944-05-24 05:30:00,1944-05-24 05:30:00,1944-05-24 05:30:00,
444,3,1944-05-25 06:00:00,1944-05-25 06:00:00,1944-05-25 06:00:00,1944-05-25 06:00:00,
445,1,1944-05-23 06:30:00,1944-05-23 06:30:00,1944-05-23 06:30:00,1944-05-23 06:30:00,
445,2,1944-05-24 08:00:00,1944-05-24 08:00:00,1944-05-24 08:00:00,1944-05-24 08:00:00,
445,3,1944-05-25 04:00:00,1944-05-25 04:00:00,1944-05-25 04:00:00,1944-05-25 04:00:00,
446,1,1944-05-25 00:00:00,1944-05-26 00:00:00,1944-05-25 00:00:00,1944-05-26 00:00:00,
447,1,1944-05-26 13:00:00,1944-05-26 13:00:00,1944-05-26 13:00:00,1944-05-26 13:00:00,
448,1,1944-05-26 00:00:00,1944-05-27 00:00:00,1944-05-26 00:00:00,1944-05-27 00:00:00,
449,1,1944-05-27 00:00:00,1944-05-28 00:00:00,1944-05-27 00:00:00,1944-05-28 00:00:00,
450,1,1944-05-28 00:00:00,1944-05-29 00:00:00,1944-05-28 00:00:00,1944-05-29 00:00:00,
451,1,1944-05-29 00:00:00,1944-05-30 00:00:00,1944-05-29 00:00:00,1944-05-30 00:00:00,
452,1,1944-05-29 00:00:00,1944-05-30 00:00:00,1944-05-29 00:00:00,1944-05-30 00:00:00,
453,1,1944-06-01 05:00:00,1944-06-01 05:00:00,1944-06-01 05:00:00,1944-06-01 05:00:00,
453,2,1944-06-02 04:30:00,1944-06-02 04:30:00,1944-06-02 04:30:00,1944-06-02 04:30:00,
454,1,1944-06-01 05:30:00,1944-06-01 05:30:00,1944-06-01 05:30:00,1944-06-01 05:30:00,
454,2,1944-06-02 06:00:00,1944-06-02 06:00:00,1944-06-02 06:00:00,1944-06-02 06:00:00,
455,1,1944-06-01 05:00:00,1944-06-01 05:00:00,1944-06-01 05:00:00,1944-06-01 05:00:00,
455,2,1944-06-02 06:00:00,1944-06-02 06:00:00,1944-06-02 06:00:00,1944-06-02 06:00:00,
456,1,1944-06-03 00:00:00,1944-06-04 00:00:00,1944-06-03 00:00:00,1944-06-04 00:00:00,
457,1,1944-09-13 00:00:00,1944-09-14 00:00:00,1944-09-13 00:00:00,1944-09-14 00:00:00,
458,1,1944-07-11 00:00:00,1944-07-12 00:00:00,1944-07-11 00:00:00,1944-07-12 00:00:00,
459,1,1944-07-18 07:45:00,1944-07-18 07:45:00,1944-07-18 07:45:00,1944-07-18 07:45:00,
459,2,1944-07-19 13:00:00,1944-07-19 13:00:00,1944-07-19 13:00:00,1944-07-19 13:00:00,
459,3,1944-07-20 05:30:00,1944-07-20 05:30:00,1944-07-20 05:30:00,1944-07-20 05:30:00,
460,1,1944-07-24 00:00:00,1944-07-25 00:00:00,1944-07-24 00:00:00,1944-07-25 00:00:00,
461,1,1944-08-07 00:01:00,1944-08-07 00:01:00,1944-08-07 00:01:00,1944-08-07 00:01:00,
462,1,1944-08-16 00:00:00,1944-08-17 00:00:00,1944-08-16 00:00:00,1944-08-17 00:00:00,
463,1,1944-08-23 00:00:00,1944-08-24 00:00:00,1944-08-23 00:00:00,1944-08-24 00:00:00,
464,1,1944-08-23 00:00:00,1944-08-24 00:00:00,1944-08-23 00:00:00,1944-08-24 00:00:00,
465,1,1944-09-06 00:00:00,1944-09-07 00:00:00,1944-09-06 00:00:00,1944-09-07 00:00:00,
466,1,1944-09-13 00:00:00,1944-09-14 00:00:00,1944-09-13 00:00:00,1944-09-14 00:00:00,
467,1,1944-09-19 07:30:00,1944-09-19 07:30:00,1944-09-19 07:30:00,1944-09-19 07:30:00,
467,2,1944-09-20 11:00:00,1944-09-20 11:00:00,1944-09-20 11:00:00,1944-09-20 11:00:00,
467,3,1944-09-22 09:45:00,1944-09-22 09:45:00,1944-09-22 09:45:00,1944-09-22 09:45:00,
468,1,1944-10-02 11:00:00,1944-10-02 11:00:00,1944-10-02 11:00:00,1944-10-02 11:00:00,
468,2,1944-10-03 06:00:00,1944-10-03 06:00:00,1944-10-03 06:00:00,1944-10-03 06:00:00,
468,3,1944-10-04 05:00:00,1944-10-04 05:00:00,1944-10-04 05:00:00,1944-10-04 05:00:00,
468,4,1944-10-05 06:00:00,1944-10-05 06:00:00,1944-10-05 06:00:00,1944-10-05 06:00:00,
468,5,1944-10-06 07:10:00,1944-10-06 07:10:00,1944-10-06 07:10:00,1944-10-06 07:10:00,
468,6,1944-10-07 09:00:00,1944-10-07 09:00:00,1944-10-07 09:00:00,1944-10-07 09:00:00,
469,1,1944-11-02 00:00:00,1944-11-03 00:00:00,1944-11-02 00:00:00,1944-11-03 00:00:00,
470,1,1944-11-08 00:00:00,1944-11-09 00:00:00,1944-11-08 00:00:00,1944-11-09 00:00:00,
471,1,1944-11-10 00:00:00,1944-11-11 00:00:00,1944-11-10 00:00:00,1944-11-11 00:00:00,
472,1,1944-11-13 00:00:00,1944-11-14 00:00:00,1944-11-13 00:00:00,1944-11-14 00:00:00,
473,1,1944-11-13 00:00:00,1944-11-14 00:00:00,1944-11-13 00:00:00,1944-11-14 00:00:00,
474,1,1944-11-14 08:45:00,1944-11-14 08:45:00,1944-11-14 08:45:00,1944-11-14 08:45:00,
474,2,1944-11-15 03:00:00,1944-11-15 03:00:00,1944-11-15 03:00:00,1944-11-15 03:00:00,
475,1,1944-11-20 00:00:00,1944-11-21 00:00:00,1944-11-20 00:00:00,1944-11-21 00:00:00,
476,1,1944-11-24 00:00:00,1944-11-25 00:00:00,1944-11-24 00:00:00,1944-11-25 00:00:00,
477,1,1944-11-26 10:45:00,1944-11-26 10:45:00,1944-11-26 10:45:00,1944-11-26 10:45:00,
478,1,1944-11-27 00:00:00,1944-11-28 00:00:00,1944-11-27 00:00:00,1944-11-28 00:00:00,
479,1,1944-11-28 00:00:00,1944-11-29 00:00:00,1944-11-28 00:00:00,1944-11-29 00:00:00,
480,1,1944-12-01 00:00:00,1944-12-02 00:00:00,1944-12-01 00:00:00,1944-12-02 00:00:00,
481,1,1944-12-06 00:00:00,1944-12-07 00:00:00,1944-12-06 00:00:00,1944-12-07 00:00:00,
482,1,1944-12-06 08:30:00,1944-12-06 08:30:00,1944-12-06 08:30:00,1944-12-06 08:30:00,
483,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-16 00:00:00,1944-12-17 00:00:00,
484,1,1944-12-17 00:00:00,1944-12-18 00:00:00,1944-12-17 00:00:00,1944-12-18 00:00:00,
485,1,1944-12-18 00:00:00,1944-12-19 00:00:00,1944-12-18 00:00:00,1944-12-19 00:00:00,
486,1,1940-05-13 00:00:00,1940-05-14 00:00:00,1940-05-13 00:00:00,1940-05-14 00:00:00,
487,1,1941-12-12 03:00:00,1941-12-12 03:00:00,1941-12-12 03:00:00,1941-12-12 03:00:00,
487,2,1941-12-12 09:00:00,1941-12-12 09:00:00,1941-12-12 09:00:00,1941-12-12 09:00:00,
488,1,1941-06-22 00:00:00,1941-06-23 00:00:00,1941-06-22 00:00:00,1941-06-23 00:00:00,
489,1,1941-09-30 00:00:00,1941-10-01 00:00:00,1941-09-30 00:00:00,1941-10-01 00:00:00,
490,1,1941-12-05 00:00:00,1941-12-06 00:00:00,1941-12-05 00:00:00,1941-12-06 00:00:00,
491,1,1942-08-04 07:45:00,1942-08-04 07:45:00,1942-08-04 07:45:00,1942-08-04 07:45:00,
491,2,1942-08-05 05:30:00,1942-08-05 05:30:00,1942-08-05 05:30:00,1942-08-05 05:30:00,
491,3,1942-08-06 09:00:00,1942-08-06 09:00:00,1942-08-06 09:00:00,1942-08-06 09:00:00,
491,4,1942-08-07 05:10:00,1942-08-07 05:10:00,1942-08-07 05:10:00,1942-08-07 05:10:00,
491,5,1942-08-08 05:30:00,1942-08-08 05:30:00,1942-08-08 05:30:00,1942-08-08 05:30:00,
491,6,1942-08-09 04:30:00,1942-08-09 04:30:00,1942-08-09 04:30:00,1942-08-09 04:30:00,
491,7,1942-08-10 05:00:00,1942-08-10 05:00:00,1942-08-10 05:00:00,1942-08-10 05:00:00,
491,8,1942-08-11 04:15:00,1942-08-11 04:15:00,1942-08-11 04:15:00,1942-08-11 04:15:00,
492,1,1943-01-12 00:00:00,1943-01-13 00:00:00,1943-01-12 00:00:00,1943-01-13 00:00:00,
493,1,1943-07-04 00:00:00,1943-07-05 00:00:00,1943-07-04 00:00:00,1943-07-05 00:00:00,
494,1,1943-07-05 00:00:00,1943-07-06 00:00:00,1943-07-05 00:00:00,1943-07-06 00:00:00,
495,1,1943-07-07 00:00:00,1943-07-08 00:00:00,1943-07-07 00:00:00,1943-07-08 00:00:00,
496,1,1943-07-11 00:00:00,1943-07-12 00:00:00,1943-07-11 00:00:00,1943-07-12 00:00:00,
497,1,1943-07-12 00:00:00,1943-07-13 00:00:00,1943-07-12 00:00:00,1943-07-13 00:00:00,
498,1,1943-08-03 00:00:00,1943-08-04 00:00:00,1943-08-03 00:00:00,1943-08-04 00:00:00,
499,1,1943-08-03 00:00:00,1943-08-04 00:00:00,1943-08-03 00:00:00,1943-08-04 00:00:00,
500,1,1943-09-26 00:00:00,1943-09-27 00:00:00,1943-09-26 00:00:00,1943-09-27 00:00:00,
501,1,1944-01-24 00:00:00,1944-01-25 00:00:00,1944-01-24 00:00:00,1944-01-25 00:00:00,
502,1,1944-01-31 00:00:00,1944-02-01 00:00:00,1944-01-31 00:00:00,1944-02-01 00:00:00,
503,1,1944-05-05 00:00:00,1944-05-06 00:00:00,1944-05-05 00:00:00,1944-05-06 00:00:00,
504,1,1944-06-25 00:00:00,1944-06-26 00:00:00,1944-06-25 00:00:00,1944-06-26 00:00:00,
505,1,1944-07-13 00:00:00,1944-07-14 00:00:00,1944-07-13 00:00:00,1944-07-14 00:00:00,
506,1,1944-07-14 05:15:00,1944-07-14 05:15:00,1944-07-14 05:15:00,1944-07-14 05:15:00,
507,1,1944-07-15 04:00:00,1944-07-15 04:00:00,1944-07-15 04:00:00,1944-07-15 04:00:00,
508,1,1944-07-29 00:00:00,1944-07-30 00:00:00,1944-07-29 00:00:00,1944-07-30 00:00:00,
509,1,1944-08-02 00:00:00,1944-08-03 00:00:00,1944-08-02 00:00:00,1944-08-03 00:00:00,
510,1,1944-08-20 00:00:00,1944-08-21 00:00:00,1944-08-20 00:00:00,1944-08-21 00:00:00,
511,1,1945-01-12 00:00:00,1945-01-13 00:00:00,1945-01-12 00:00:00,1945-01-13 00:00:00,
512,1,1945-01-13 00:00:00,1945-01-14 00:00:00,1945-01-13 00:00:00,1945-01-14 00:00:00,
513,1,1945-01-14 00:00:00,1945-01-15 00:00:00,1945-01-14 00:00:00,1945-01-15 00:00:00,
514,1,1945-01-15 00:00:00,1945-01-16 00:00:00,1945-01-15 00:00:00,1945-01-16 00:00:00,
515,1,1945-04-16 00:00:00,1945-04-17 00:00:00,1945-04-16 00:00:00,1945-04-17 00:00:00,
516,1,1945-08-09 00:00:00,1945-08-10 00:00:00,1945-08-09 00:00:00,1945-08-10 00:00:00,
517,1,1943-11-20 09:10:00,1943-11-20 09:10:00,1943-11-20 09:10:00,1943-11-20 09:10:00,
517,2,1943-11-21 06:00:00,1943-11-21 06:00:00,1943-11-21 06:00:00,1943-11-21 06:00:00,
517,3,1943-11-22 08:00:00,1943-11-22 08:00:00,1943-11-22 08:00:00,1943-11-22 08:00:00,
517,4,1943-11-23 08:00:00,1943-11-23 08:00:00,1943-11-23 08:00:00,1943-11-23 08:00:00,
518,1,1945-02-20 00:00:00,1945-02-21 00:00:00,1945-02-20 00:00:00,1945-02-21 00:00:00,
519,1,1945-02-20 00:00:00,1945-02-21 00:00:00,1945-02-20 00:00:00,1945-02-21 00:00:00,
520,1,1945-03-11 00:00:00,1945-03-12 00:00:00,1945-03-11 00:00:00,1945-03-12 00:00:00,
521,1,1945-04-02 00:00:00,1945-04-03 00:00:00,1945-04-02 00:00:00,1945-04-03 00:00:00,
522,1,1945-04-05 00:00:00,1945-04-06 00:00:00,1945-04-05 00:00:00,1945-04-06 00:00:00,
523,1,1945-04-09 00:00:00,1945-04-10 00:00:00,1945-04-09 00:00:00,1945-04-10 00:00:00,
524,1,1945-04-19 00:00:00,1945-04-20 00:00:00,1945-04-19 00:00:00,1945-04-20 00:00:00,
525,1,1945-04-25 00:00:00,1945-04-26 00:00:00,1945-04-25 00:00:00,1945-04-26 00:00:00,
526,1,1945-04-28 00:00:00,1945-04-29 00:00:00,1945-04-28 00:00:00,1945-04-29 00:00:00,
527,1,1945-04-30 00:00:00,1945-05-01 00:00:00,1945-04-30 00:00:00,1945-05-01 00:00:00,
528,1,1945-05-04 00:00:00,1945-05-05 00:00:00,1945-05-04 00:00:00,1945-05-05 00:00:00,
529,1,1945-05-06 00:00:00,1945-05-07 00:00:00,1945-05-06 00:00:00,1945-05-07 00:00:00,
530,1,1945-05-22 00:00:00,1945-05-23 00:00:00,1945-05-22 00:00:00,1945-05-23 00:00:00,
531,1,1945-05-24 00:00:00,1945-05-25 00:00:00,1945-05-24 00:00:00,1945-05-25 00:00:00,
532,1,1945-05-26 00:00:00,1945-05-27 00:00:00,1945-05-26 00:00:00,1945-05-27 00:00:00,
533,1,1945-05-29 00:00:00,1945-05-30 00:00:00,1945-05-29 00:00:00,1945-05-30 00:00:00,
534,1,1945-06-06 00:00:00,1945-06-07 00:00:00,1945-06-06 00:00:00,1945-06-07 00:00:00,
535,1,1945-06-09 00:00:00,1945-06-10 00:00:00,1945-06-09 00:00:00,1945-06-10 00:00:00,
536,1,1945-06-12 00:00:00,1945-06-13 00:00:00,1945-06-12 00:00:00,1945-06-13 00:00:00,
537,1,1945-06-15 00:00:00,1945-06-16 00:00:00,1945-06-15 00:00:00,1945-06-16 00:00:00,
538,1,1945-04-02 00:00:00,1945-04-03 00:00:00,1945-04-02 00:00:00,1945-04-03 00:00:00,
539,1,1945-04-05 00:00:00,1945-04-06 00:00:00,1945-04-05 00:00:00,1945-04-06 00:00:00,
540,1,1945-04-09 00:00:00,1945-04-10 00:00:00,1945-04-09 00:00:00,1945-04-10 00:00:00,
541,1,1945-04-19 00:00:00,1945-04-20 00:00:00,1945-04-19 00:00:00,1945-04-20 00:00:00,
542,1,1945-04-26 00:00:00,1945-04-27 00:00:00,1945-04-26 00:00:00,1945-04-27 00:00:00,
543,1,1945-05-11 00:00:00,1945-05-12 00:00:00,1945-05-11 00:00:00,1945-05-12 00:00:00,
544,1,1945-05-14 00:00:00,1945-05-15 00:00:00,1945-05-14 00:00:00,1945-05-15 00:00:00,
545,1,1945-05-20 00:00:00,1945-05-21 00:00:00,1945-05-20 00:00:00,1945-05-21 00:00:00,
546,1,1945-06-06 00:00:00,1945-06-07 00:00:00,1945-06-06 00:00:00,1945-06-07 00:00:00,
547,1,1945-06-10 00:00:00,1945-06-11 00:00:00,1945-06-10 00:00:00,1945-06-11 00:00:00,
548,1,1945-06-12 00:00:00,1945-06-13 00:00:00,1945-06-12 00:00:00,1945-06-13 00:00:00,
549,1,1967-06-05 15:00:00,1967-06-05 15:00:00,1967-06-05 15:00:00,1967-06-05 15:00:00,
549,2,1967-06-06 03:00:00,1967-06-06 03:00:00,1967-06-06 03:00:00,1967-06-06 03:00:00,
550,1,1967-06-05 16:00:00,1967-06-05 16:00:00,1967-06-05 16:00:00,1967-06-05 16:00:00,
550,2,1967-06-06 02:20:00,1967-06-06 02:20:00,1967-06-06 02:20:00,1967-06-06 02:20:00,
550,3,1967-06-06 18:00:00,1967-06-06 18:00:00,1967-06-06 18:00:00,1967-06-06 18:00:00,
550,4,1967-06-07 07:00:00,1967-06-07 07:00:00,1967-06-07 07:00:00,1967-06-07 07:00:00,
551,1,1967-06-06 06:00:00,1967-06-06 06:00:00,1967-06-06 06:00:00,1967-06-06 06:00:00,
551,2,1967-06-07 05:00:00,1967-06-07 05:00:00,1967-06-07 05:00:00,1967-06-07 05:00:00,
552,1,1967-06-06 10:15:00,1967-06-06 10:15:00,1967-06-06 10:15:00,1967-06-06 10:15:00,
552,2,1967-06-07 01:00:00,1967-06-07 01:00:00,1967-06-07 01:00:00,1967-06-07 01:00:00,
553,1,1967-06-07 12:30:00,1967-06-07 12:30:00,1967-06-07 12:30:00,1967-06-07 12:30:00,
554,1,1967-06-05 08:15:00,1967-06-05 08:15:00,1967-06-05 08:15:00,1967-06-05 08:15:00,
554,2,1967-06-05 20:30:00,1967-06-05 20:30:00,1967-06-05 20:30:00,1967-06-05 20:30:00,
555,1,1967-06-05 21:00:00,1967-06-05 21:00:00,1967-06-05 21:00:00,1967-06-05 21:00:00,
556,1,1967-06-05 20:00:00,1967-06-05 20:00:00,1967-06-05 20:00:00,1967-06-05 20:00:00,
557,1,1967-06-05 20:00:00,1967-06-05 20:00:00,1967-06-05 20:00:00,1967-06-05 20:00:00,
558,1,1967-06-06 19:00:00,1967-06-06 19:00:00,1967-06-06 19:00:00,1967-06-06 19:00:00,
559,1,1967-06-05 08:15:00,1967-06-05 08:15:00,1967-06-05 08:15:00,1967-06-05 08:15:00,
559,2,1967-06-06 05:00:00,1967-06-06 05:00:00,1967-06-06 05:00:00,1967-06-06 05:00:00,
559,3,1967-06-07 05:00:00,1967-06-07 05:00:00,1967-06-07 05:00:00,1967-06-07 05:00:00,
560,1,1967-06-07 05:15:00,1967-06-07 05:15:00,1967-06-07 05:15:00,1967-06-07 05:15:00,
560,2,1967-06-07 17:00:00,1967-06-07 17:00:00,1967-06-07 17:00:00,1967-06-07 17:00:00,
561,1,1967-06-07 18:00:00,1967-06-07 18:00:00,1967-06-07 18:00:00,1967-06-07 18:00:00,
562,1,1967-06-07 17:00:00,1967-06-07 17:00:00,1967-06-07 17:00:00,1967-06-07 17:00:00,
563,1,1967-06-08 10:00:00,1967-06-08 10:00:00,1967-06-08 10:00:00,1967-06-08 10:00:00,
564,1,1967-06-08 00:30:00,1967-06-08 00:30:00,1967-06-08 00:30:00,1967-06-08 00:30:00,
565,1,1967-06-09 11:30:00,1967-06-09 11:30:00,1967-06-09 11:30:00,1967-06-09 11:30:00,
566,1,1967-06-09 20:00:00,1967-06-09 20:00:00,1967-06-09 20:00:00,1967-06-09 20:00:00,
567,1,1967-06-09 11:30:00,1967-06-09 11:30:00,1967-06-09 11:30:00,1967-06-09 11:30:00,
568,1,1968-03-21 05:30:00,1968-03-21 05:30:00,1968-03-21 05:30:00,1968-03-21 05:30:00,
569,1,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-06 14:05:00,
570,1,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-06 14:05:00,1973-10-06 14:05:00,
571,1,1973-10-07 00:30:00,1973-10-07 00:30:00,1973-10-07 00:30:00,1973-10-07 00:30:00,
572,1,1973-10-07 00:30:00,1973-10-07 00:30:00,1973-10-07 00:30:00,1973-10-07 00:30:00,
573,1,1973-10-08 08:00:00,1973-10-08 08:00:00,1973-10-08 08:00:00,1973-10-08 08:00:00,
574,1,1973-10-14 06:30:00,1973-10-14 06:30:00,1973-10-14 06:30:00,1973-10-14 06:30:00,
575,1,1973-10-14 06:30:00,1973-10-14 06:30:00,1973-10-14 06:30:00,1973-10-14 06:30:00,
576,1,1973-10-15 17:00:00,1973-10-15 17:00:00,1973-10-15 17:00:00,1973-10-15 17:00:00,
