"ISQNO","WAR","NAME","LOCN","CAMPGN","NAMA","COA","NAMD","COD","WOFA1","WOFD1","YR1","MO1","DA1","HR1","WOFA2","WOFD2","YR2","MO2","DA2","HR2","WOFA3","WOFD3","YR3","MO3","DA3","HR3","POSTYPE","POST1","POST2","FRONT","DEPTH","TIME","TERRA1","TERRA2","WX1","WX2","WX3","SURPA","AEROA","STRA","CODEA","INTSTA","RERPA","CASA","FINSTA","STRD","CODED","INTSTD","RERPD","CASD","FINSTD","CAVA","TANKA","LTA","MBTA","ARTYA","FLYA","CTANKA","CARTYA","CFLYA","CAVD","TANKD","LTD","MBTD","ARTYD","FLYD","CTANKD","CARTYD","CFLYD","CEA","LEADA","TRNGA","MORALA","LOGSA","MOMNTA","INTELA","TECHA","INITA","WINA","KMDA","ACHA","ACHD","CRIT","QUALA","RESA","MOBILA","AIRA","FPREPA","WXA","TERRA","LEADAA","PLANA","SURPAA","MANA","LOGSAA","FORTSA","DEEPA","PRIA1","PRIA2","PRIA3","SECA1","SECA2","SECA3","RESOA1","RESOA2","RESOA3","PRID1","PRID2","PRID3","SECD1","SECD2","SECD3","RESOD1","RESOD2","RESOD3","STRAPL","STRAMI","CASAPL","CASAMI","STRDPL","STRDMI","CASDPL","CASDMI","NOATP","ATPBYR1","ATPBMN1","ATPBDA1","ATPBHR1","ATPEYR1","ATPEMN1","ATPEDA1","ATPEHR1","ATPBYR2","ATPBMN2","ATPBDA2","ATPBHR2","ATPEYR2","ATPEMN2","ATPEDA2","ATPEHR2","ATPBYR3","ATPBMN3","ATPBDA3","ATPBHR3","ATPEYR3","ATPEMN3","ATPEDA3","ATPEHR3","ATPBYR4","ATPBMN4","ATPBDA4","ATPBHR4","ATPEYR4","ATPEMN4","ATPEDA4","ATPEHR4","ATPBYR5","ATPBMN5","ATPBDA5","ATPBHR5","ATPEYR5","ATPEMN5","ATPEDA5","ATPEHR5","ATPBYR6","ATPBMN6","ATPBDA6","ATPBHR6","ATPEYR6","ATPEMN6","ATPEDA6","ATPEHR6","ATPBYR7","ATPBMN7","ATPBDA7","ATPBHR7","ATPEYR7","ATPEMN7","ATPEDA7","ATPEHR7","ATPBYR8","ATPBMN8","ATPBDA8","ATPBHR8","ATPEYR8","ATPEMN8","ATPEDA8","ATPEHR8","ATPBYR9","ATPBMN9","ATPBDA9","ATPBHR9","ATPEYR9","ATPEMN9","ATPEDA9","ATPEHR9","ATPBYR10","ATPBMN10","ATPBDA10","ATPBHR10","ATPEYR10","ATPEMN10","ATPEDA10","ATPEHR10","INSTA","INSTD","CAMPAGN"
203,"AMERICAN CIVIL WAR","SPOTSYLVANIA","VIRGINIA","WILDERNESS-SPOTSYLVANIA-COLD HARBOR","US ARMY OF THE POTOMAC","GRANT","CS ARMY OF NORTHERN VIRGINIA","LEE",5.2,7.6,1864,5,9,1600,2.8,7.6,1864,5,12,9999,4.8,6.4,1864,5,18,9999,1,"HD","PD",1,0,1,"RM0","000","DST$T","WHT$T","00000",0,0,"90000",3,"20000",70000,"18399","71601","50000",3,"14000",36000,"10000","40000",12000,0,0,0,274,0,0,-1,0,7000,0,0,0,200,0,0,18,0,0,0,0,0,0,0,0,0,1,-1,1.4,5,6,2,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,"FF","DE","00","00","00","00","SS","00","00","DO","00","00","00","00",0,"SS","WD","00",10,-20,0,-40,15,-15,50,0,1,1864,5,8,9999,1864,5,18,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"AMERICAN CIVIL WAR","NEW MARKET","VIRGINIA","SHENANDOAH VALLEY 1864","CS ARMY OF NORTHERN VIRGINIA","BRECKINRIDGE","US ARMY OF THE POTOMAC","SIGEL",2.8,2.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","WLTST","00000","00000",0,0,"5000",1,"5000",0,"577","4423","5150",1,"5150",0,"831","4319",900,0,0,0,14,0,0,0,0,1000,0,0,0,22,0,0,5,0,0,1,0,0,0,0,0,0,1,1,3.2,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"FF","00","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",25,-10,10,-10,10,-10,10,-10,1,1864,5,15,500,1864,5,15,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"AMERICAN CIVIL WAR","COLD HARBOR","VIRGINIA","WILDERNESS-SPOTSYLVANIA-COLD HARBOR","US ARMY OF THE POTOMAC(+)","GRANT","CS ARMY OF NORTHERN VIRGINIA","LEE",9.6,11.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"107907",1,"107907",0,"11000","96907","59000",1,"59000",0,"1500","57500",12976,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,5,7,1,0,0,0,0,0,0,0,-1,-2,0,0,0,-2,0,"FF","00","00","00","00","00","RR","SS","00","DD","00","00","00","00",0,"SS","WD","00",0,-10,0,-36,0,-10,33,-33,1,1864,6,3,430,1864,6,3,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"AMERICAN CIVIL WAR","KENESAW MOUNTAIN","GEORGIA","ATLANTA","US ARMY OF THE CUMBERLAND","SHERMAN","CS ARMY OF TENNESSEE","JOHNSTON",15.6,15.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","GM0","DSHST","00000","00000",0,0,"16225",1,"16225",0,"2051","14174","17733",1,"17733",0,"442","17291",-1,0,0,0,200,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,4,7,1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,"FF","00","00","00","00","00","RR","SS","00","DD","00","00","00","00",0,"SS","WD","00",0,-13,22,0,0,-2,81,0,1,1864,6,27,900,1864,6,27,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"AMERICAN CIVIL WAR","PEACHTREE CREEK","GEORGIA","ATLANTA","CS ARMY OF TENNESSEE","HOOD","US ARMY OF THE CUMBERLAND","THOMAS",1.6,1.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,0,0,"RM0","000","DSTST","00000","00000",2,0,"18832",1,"18832",0,"2746","16086","20139",1,"20139",0,"1600","18539",-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,3,7,1,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,"FF","00","00","00","00","00","RR","WD","00","DD","00","00","00","00",0,"00","00","00",10,-10,0,-11,10,-10,10,-10,1,1864,7,20,1500,1864,7,20,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"AMERICAN CIVIL WAR","ATLANTA","GEORGIA","ATLANTA","CS ARMY OF TENNESSEE","HOOD","US ARMY OF THE TENNESSEE","MCPHERSON",4.8,6.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",2,0,"36934",1,"36934",0,"8000","28934","30477",1,"30477",0,"3722","26755",7150,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,13,0,0,-1,0,0,0,0,0,0,1,-1,1.5,3,6,1,0,-2,0,0,0,0,0,0,0,1,0,0,0,0,"FF","EE","LF","00","00","00","RR","WD","00","DD","00","00","00","00",0,"00","00","00",10,-10,6,0,10,-10,0,-2,1,1864,7,22,1230,1864,7,22,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"AMERICAN CIVIL WAR","PETERSBURG","VIRGINIA","PETERSBURG","US ARMY OF THE JAMES","BUTLER","CS PETERSBURG GARRISSON (+)","BEAUREGARD",4,4,1864,6,15,9999,4.8,3.6,1864,6,18,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"63797",3,"16100",47697,"8150","55647","41499",3,"5400",36099,"4752","36747",-1,0,0,0,-1,0,0,-1,0,1624,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,1,-1,9.6,4,7,1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,"FF","00","00","00","00","00","RR","SS","00","DD","00","00","00","00",0,"SS","00","00",10,-10,40,0,10,-10,20,-20,5,1864,6,15,1900,1864,6,15,2300,1864,6,16,1800,1864,6,17,2300,1864,6,18,430,1864,6,18,630,1864,6,18,1230,1864,6,18,1430,1864,6,18,1600,1864,6,18,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"AMERICAN CIVIL WAR","GLOBE TAVERN","VIRGINIA","SIEGE OF PETERSBURG","US V CORPS(+)","WARREN","CS III CORPS (+)","HILL",2.4,2.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","RW0","WHTST","00000","00000",0,0,"20289",3,"11832",8457,"4455","15834","14787",3,"-1",-1,"1619","13168",-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,30,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,4,5,4,2,0,1,0,0,0,-1,-1,0,1,0,0,0,0,0,"FF","EE","00","00","00","00","PP","SS","00","DD","00","00","00","00",0,"SS","00","00",10,-10,10,-10,10,-10,20,-20,1,1864,8,18,9999,1864,8,21,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"AMERICAN CIVIL WAR","OPEQUON CREEK (THIRD WINCHESTER)","VIRGINIA","SHERIDAN'S VALLEY","US ARMY OF THE SHENANDOAH","SHERIDAN","CS II CORPS","EARLY",3.6,4.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,1,1,"RM0","000","DSTST","00000","00000",1,0,"37711",1,"37711",0,"5018","32693","17103",1,"17103",0,"3921","13182",10000,0,0,0,100,0,0,-1,0,5135,0,0,0,-1,0,0,5,0,0,0,0,1,0,0,0,0,1,1,13,6,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"FF","DE","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WL","00","00",10,-10,10,-10,0,-29,17,0,1,1864,9,19,500,1864,9,19,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"AMERICAN CIVIL WAR","CEDAR CREEK","VIRGINIA","SHERIDAN'S VALLEY","CS II CORPS","EARLY","US ARMY OF THE SHENANDOAH","SHERIDAN",4.8,6.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTFT","00000","00000",3,0,"18410",1,"18410",0,"2910","15500","30829",1,"30829",0,"5665","25164",3864,0,0,0,40,0,0,24,0,7929,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,-6.4,3,7,1,0,-1,0,0,-1,0,0,-2,1,1,0,0,0,0,"FF","EE","LF","00","00","00","RR","WL","00","DO","FF","00","00","00",0,"PP","00","00",10,-10,10,-10,10,-10,10,-10,3,1864,10,19,530,1864,10,19,1000,1864,10,19,1200,1864,10,19,1400,1864,10,19,1600,1864,10,19,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"AMERICAN CIVIL WAR","FRANKLIN","TENNESSEE","FRANKLIN AND NASHVILLE","CS ARMY OF TENNESSEE","HOOD","US 4TH & 23RD ARMY CORPS(+)","SCHOFIELD",4,3.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","FM0","DSTFT","00000","00000",0,0,"26897",1,"26897",0,"6252","20645","27939",1,"27939",0,"2326","25613",5000,0,0,0,-1,0,0,-1,0,6400,0,0,0,60,0,0,8,0,0,-1,0,0,0,0,0,0,1,-1,1,3,7,1,0,-2,0,0,-1,0,-1,-1,-1,0,0,0,-2,0,"FF","00","00","00","00","00","RR","00","00","DD","00","00","00","00",0,"WD","00","00",12,0,10,-10,15,0,10,-10,1,1864,11,30,1530,1864,11,30,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"AMERICAN CIVIL WAR","NASHVILLE","TENNESSEE","FRANKLIN AND NASHVILLE","US ARMY OF THE CUMBERLAND(-)(+)","THOMAS","CS ARMY OF TENNESSEE","HOOD",5.6,8,1864,12,15,1300,7.6,4.8,1864,12,16,1600,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","DSTWT","00000","00000",0,0,"49773",1,"49773",0,"3061","46712","23207",1,"23207",0,"5350","17857",11643,0,0,0,170,0,0,-1,0,1080,0,0,0,156,0,0,59,0,0,1,0,1,0,0,0,0,1,1,6.4,8,2,1,0,1,1,0,0,0,-1,1,1,0,0,0,-1,0,"FF","EE","LR","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WD","00","00",10,-10,10,-10,10,-10,11,0,2,1864,12,15,800,1864,12,15,1745,1864,12,16,1500,1864,12,16,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"AMERICAN CIVIL WAR","BENTONVILLE","NORTH CAROLINA","THE CAROLINAS","CS ARMY OF TENNESSEE","JOHNSTON","US ARMY OF GEORGIA (-)","SHERMAN",2.8,3.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DST$T","00000","00000",2,0,"27000",1,"27000",0,"2606","24394","60000",3,"17990",42010,"1646","58354",5000,0,0,0,-1,0,0,-1,0,4500,0,0,0,-1,0,0,4,0,0,0,0,-1,0,0,0,0,1,-1,0,4,7,1,0,-1,0,0,-2,0,1,0,1,1,0,0,0,0,"FF","EE","LF","00","00","00","RR","WD","00","DO","FF","00","00","00",0,"PS","00","00",0,-20,26,-19,0,-20,10,-10,2,1865,3,19,600,1865,3,19,1900,1865,3,21,600,1865,3,21,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"AMERICAN CIVIL WAR","DINWIDDIE COURTHOUSE & WHITE OAK ROAD","VIRGINIA","PETERSBURG","US ARMY OF THE POTOMAC(+)","SHERIDAN","CS ARMY OF NORTHERN VIRGINIA (ELMS)","PICKETT",2.4,2.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,"HD","PD",1,0,0,"RM0","000","WHT$T","00000","00000",0,0,"45247",3,"13000",32247,"2781","42466","20030",3,"3500",16530,"1800","18230",11815,0,0,0,-1,0,0,-1,0,5700,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,3,5,5,2,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,"FF","EE","RF","00","00","00","RR","SS","00","DO","EE","LF","00","00",0,"SS","WD","00",10,-10,10,-10,10,-10,30,-20,1,1865,3,29,9999,1865,3,31,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"AMERICAN CIVIL WAR","FIVE FORKS","VIRGINIA","PETERSBURG","US V CORPS","SHERIDAN","CS PICKETT'S DIV (+)","PICKETT",2.4,2.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","DST$T","00000","00000",0,0,"30000",1,"30000",0,"634","29366","10000",1,"10000",0,"6000","4000",11500,0,0,0,-1,0,0,-1,0,-1,0,0,0,10,0,0,10,0,0,0,0,1,0,0,0,0,1,1,3,8,3,1,0,0,1,0,1,0,0,0,1,0,0,0,-1,0,"FF","EE","LR","00","00","00","BB","00","00","DD","00","00","00","00",0,"WL","00","00",10,0,58,0,0,-10,10,-10,1,1865,4,1,1600,1865,4,1,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"AMERICAN CIVIL WAR","SELMA","ALABAMA","SELMA","US CAV CORPS MIL DIV MISSISSIPPI","WILSON","CS CAV CORPS (ELMS)","FORREST",1.6,8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"RM0","000","DST$T","00000","00000",0,0,"13500",1,"13500",0,"400","13100","7000",1,"7000",0,"4000","3000",-1,0,0,0,8,0,0,0,0,-1,0,0,0,-1,0,0,32,0,0,0,1,1,0,1,0,0,1,1,0.6,8,2,1,1,0,0,0,0,0,-1,0,1,0,0,0,-1,0,"FF","00","00","00","00","00","BB","00","00","DD","00","00","00","00",0,"WD","00","00",0,-33,0,-25,0,-29,25,-25,1,1865,4,2,9999,1865,4,2,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"AMERICAN CIVIL WAR","SAYLOR'S CREEK","VIRGINIA","APPOMATTOX","US VI CORPS(+)","SHERIDAN & WRIGHT","CS ARMY OF NORTHERN VIRGINIA (ELMS)","EWELL & ANDERSON",7.2,7.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","WLT$T","00000","00000",0,0,"30000",1,"30000",0,"1180","28820","21000",1,"21000",0,"7000","14000",-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,8,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"FF","DE","00","00","00","00","BB","00","00","DO","FF","00","00","00",0,"RR","WL","00",33,0,10,-10,0,-25,0,-14,1,1865,4,6,830,1865,4,6,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"FRANCO-PRUSSIAN WAR","WEISSENBURG","FRANCE","METZ","GER 3RD ARMY","FRIEDRICH WILHELM","FR I CORPS (-)","DOUAY",5,2.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"GM0","000","WLTST","00000","00000",2,0,"51000",1,"51000",0,"1600","49400","6000",1,"6000",0,"2100","3900",3100,0,0,0,144,0,0,0,0,900,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2.4,7,4,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,"FF","DE","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WD","00","00",37,0,0,-38,17,0,10,-5,1,1870,8,4,830,1870,8,4,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"FRANCO-PRUSSIAN WAR","FROESCHWILLER","FRANCE","METZ","GER 3RD ARMY","FRIEDRICH WILHELM","FR ARMY OF ALSACE","MACMAHON",10,8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"GM0","000","WLTST","00000","00000",0,0,"82000",1,"82000",0,"10700","71300","41000",1,"41000",0,"20300","20700",5600,0,0,0,300,0,0,0,0,6000,0,0,0,131,0,0,33,0,0,0,0,0,0,1,0,0,1,1,3.2,7,5,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"FF","DE","00","00","00","00","PP","PS","00","DD","00","00","00","00",0,"WD","00","00",52,0,5,-5,32,0,0,-16,1,1870,8,6,800,1870,8,6,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"FRANCO-PRUSSIAN WAR","SPICHERN","FRANCE","METZ","GER 1ST ARMY(+)","STEINMETZ","FR 2ND CORPS","FROSSARD",6,2.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,2,"HD","PD",0,0,0,"GW0","000","WLTST","00000","00000",0,0,"42000",3,"16000",26000,"4900","37100","28000",3,"13400",14600,"3100","24900",4500,0,0,0,108,0,0,0,0,3500,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"FF","DE","00","00","00","00","PP","PS","00","DD","00","00","00","00",0,"WD","00","00",33,0,5,-5,25,0,32,0,1,1870,8,6,500,1870,8,6,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"FRANCO-PRUSSIAN WAR","MARS LA TOUR","FRANCE","METZ","GER 1ST & 2ND ARMIES","MOLTKE","FR ARMY OF LORRAINE","BAZAINE",12,10,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"63000",3,"29000",34000,"16000","47000","113000",1,"113000",0,"14000","99000",11000,0,0,0,486,0,0,0,0,14000,0,0,0,228,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2.4,8,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"FF","EE","LF","00","00","00","PP","00","00","DO","FF","00","00","00",0,"WD","00","00",33,-31,5,-5,17,0,21,0,1,1870,8,16,1000,1870,8,16,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"FRANCO-PRUSSIAN WAR","GRAVELOTTE-ST. PRIVAT","FRANCE","METZ","GER 1ST & 2ND ARMIES","MOLTKE","FR ARMY OF LORRAINE","BAZAINE",16,16,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTST","00000","00000",0,0,"187000",1,"187000",0,"20200","166800","113000",1,"113000",0,"12800","100200",21000,0,0,0,732,0,0,0,0,13000,0,0,0,520,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,8,3,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,"FF","EE","RF","00","00","00","PP","SS","00","DO","FF","00","00","00",0,"WD","SS","00",50,-50,5,-5,10,-50,5,-5,1,1870,8,18,1130,1870,8,18,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"FRANCO-PRUSSIAN WAR","SEDAN","FRANCE","SEDAN","GER 2ND & 3RD ARMIES","MOLTKE","FR ARMY OF ALSACE","MACMAHON (WIMPFEN)",13,13,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,0,"200000",1,"200000",0,"9000","191000","120000",1,"120000",0,"38000","82000",24000,0,0,0,701,0,0,0,0,12000,0,0,0,564,0,0,-1,0,0,2,0,0,1,1,0,0,1,1,0.8,9,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"FF","DE","00","00","00","00","BB","00","00","DO","FF","00","00","00",0,"AA","00","00",0,-17,5,-5,0,-15,5,-5,1,1870,9,1,400,1870,9,1,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"FRANCO-PRUSSIAN WAR","COULMIERS","FRANCE","ORLEANS","FR ARMY OF THE LOIRE","AURELLE","BAV I CORPS","VON DER TANN",10,10,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","WLCFT","00000","00000",0,0,"60000",1,"60000",0,"1800","58200","20000",1,"20000",0,"1800","18200",-1,0,0,0,150,0,0,0,0,5000,0,0,0,100,0,0,2,0,0,0,-1,0,0,0,1,0,1,1,3.2,6,4,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"FF","EE","RF","00","00","00","BB","00","00","DD","00","00","00","00",0,"WD","00","00",17,0,0,-33,18,-5,0,-30,1,1870,11,9,900,1870,11,9,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"FRANCO-PRUSSIAN WAR","ORLEANS","FRANCE","ORLEANS","GER 2ND ARMY","FRIEDRICH KARL","FR ARMY OF THE LOIRE","AURELLE",60,60,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","WHCWT","00000","00000",0,0,"86000",1,"86000",0,"6300","79700","116000",1,"116000",0,"28000","88000",14800,0,0,0,459,0,0,-1,0,16000,0,0,0,432,0,0,83,0,2,0,2,0,0,0,0,0,1,1,24,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"FF","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WD","00","00",15,-15,5,-5,38,-45,5,-5,1,1870,12,2,9999,1870,12,4,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"FRANCO-PRUSSIAN WAR","LE MANS","FRANCE","LOIRE","GER 2ND ARMY","FRIEDRICK KARL","FR ARMY OF THE LOIRE","CHANZY",25,25,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","WHCWT","00000","00000",0,0,"72000",1,"72000",0,"4000","68000","88000",1,"88000",0,"26000","62000",-1,0,0,0,324,0,0,0,0,-1,0,0,0,-1,0,0,17,0,2,0,2,0,0,0,0,0,0,1,5.4,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"FF","EE","LF","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WD","00","00",24,0,0,-15,36,0,10,-4,2,1871,1,11,900,1871,1,11,1700,1871,1,12,800,1871,1,12,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
